Gene,SRR647673,SRR647674,SRR647675,avgLogExpr,LogFC.73.74,LogFC.73.75,LogFC.74.75
gene:MSMEG_5421,8.861621842,9.017958993,8.820723115,8.900101316,-0.156337151,0.040898727,0.197235878
gene:MSMEG_5422,11.4002681,10.76129798,10.8421813,11.00124913,0.638970116,0.558086802,-0.080883314
gene:MSMEG_5423,13.95384038,13.92817767,13.90667164,13.92956323,0.025662709,0.047168738,0.021506029
gene:MSMEG_5424,10.98243575,11.21901115,11.23667106,11.14603932,-0.236575398,-0.254235313,-0.017659915
gene:MSMEG_5425,9.453735036,9.30570289,9.080486171,9.279974699,0.148032146,0.373248865,0.225216718
gene:MSMEG_5426,12.98201627,13.01865268,12.80228605,12.93431833,-0.036636415,0.179730222,0.216366637
gene:MSMEG_5427,13.24019706,13.81857924,13.66230963,13.57369531,-0.578382182,-0.422112576,0.156269606
gene:MSMEG_5428,12.13194219,11.84942603,11.86229528,11.94788783,0.28251616,0.269646912,-0.012869248
gene:MSMEG_5429,11.93327196,11.10029993,11.23226689,11.42194626,0.832972035,0.701005071,-0.131966964
gene:MSMEG_5430,10.02639426,9.991845157,10.05406334,10.02410092,0.034549105,-0.027669081,-0.062218187
gene:MSMEG_5431,13.92953099,13.32719714,13.53803008,13.59825274,0.602333847,0.391500909,-0.210832938
gene:MSMEG_5432,11.92935273,11.52812354,11.68128896,11.71292175,0.401229193,0.248063767,-0.153165426
gene:MSMEG_5433,6.115139624,6.76231907,6.805443795,6.560967496,-0.647179446,-0.690304171,-0.043124725
gene:MSMEG_5434,11.20997977,9.747669658,9.931766773,10.29647207,1.462310108,1.278212993,-0.184097115
gene:MSMEG_5435,13.92387515,13.84824837,13.93399184,13.90203845,0.075626784,-0.010116682,-0.085743466
gene:MSMEG_5436,10.82605676,11.1830717,11.19974701,11.06962516,-0.35701495,-0.373690254,-0.016675304
gene:MSMEG_5437,10.34197497,10.6046975,10.48927357,10.47864868,-0.262722527,-0.147298598,0.115423929
gene:MSMEG_5438,14.11089496,14.79169372,14.57235715,14.49164861,-0.680798757,-0.461462189,0.219336568
gene:MSMEG_5439,13.15700059,13.36288778,13.22842988,13.24943942,-0.205887191,-0.071429295,0.134457896
gene:MSMEG_5440,11.47535606,11.04835341,11.16042706,11.22804551,0.42700265,0.314928994,-0.112073656
gene:MSMEG_5441,13.12571447,12.67573244,12.66102675,12.82082455,0.449982028,0.464687722,0.014705694
gene:MSMEG_5442,12.4364362,12.26585075,12.42946461,12.37725052,0.170585449,0.006971587,-0.163613862
gene:MSMEG_5443,8.211208507,8.953823549,8.940213291,8.701748449,-0.742615042,-0.729004784,0.013610258
gene:MSMEG_5444,9.353657404,8.80093678,8.507501057,8.88736508,0.552720624,0.846156347,0.293435723
gene:MSMEG_5445,10.74543002,10.30993323,10.17323791,10.40953372,0.435496783,0.572192105,0.136695322
gene:MSMEG_5446,9.161334611,9.38852481,9.3193974,9.289752274,-0.227190199,-0.15806279,0.06912741
gene:MSMEG_5447,11.88249768,11.90483856,11.82041144,11.86924923,-0.022340872,0.062086241,0.084427113
gene:MSMEG_5448,10.93475377,11.06687455,10.97734976,10.99299269,-0.132120783,-0.042595995,0.089524788
gene:MSMEG_5449,9.532501531,9.391874853,9.449640947,9.458005777,0.140626679,0.082860584,-0.057766094
gene:MSMEG_5450,8.160564123,9.414100839,9.262870348,8.945845103,-1.253536716,-1.102306225,0.151230492
gene:MSMEG_5451,10.11837987,10.61581536,10.5656997,10.43329831,-0.497435485,-0.447319822,0.050115663
gene:MSMEG_5452,11.20359878,12.01332825,11.98424777,11.73372493,-0.809729476,-0.780648997,0.029080479
gene:MSMEG_5453,6.614563235,6.841629263,6.536974512,6.664389003,-0.227066027,0.077588724,0.304654751
gene:MSMEG_5454,12.05314784,9.615980753,9.810099941,10.49307618,2.43716709,2.243047902,-0.194119188
gene:MSMEG_5455,10.0781679,8.243770593,8.353474406,8.891804299,1.834397305,1.724693492,-0.109703813
gene:MSMEG_5456,6.379178557,6.667640542,6.525729064,6.524182721,-0.288461985,-0.146550507,0.141911478
gene:MSMEG_5457,8.34887037,8.157312772,8.410809893,8.305664345,0.191557598,-0.061939523,-0.253497121
gene:MSMEG_5458,8.200084471,8.474033884,8.455951029,8.376689794,-0.273949413,-0.255866558,0.018082855
gene:MSMEG_5459,4.447678067,5.2163042,5.037148152,4.900376806,-0.768626133,-0.589470085,0.179156048
gene:MSMEG_5460,8.581562652,9.151491058,9.112673035,8.948575582,-0.569928406,-0.531110382,0.038818024
gene:MSMEG_5461,7.422955668,8.820851049,8.771455692,8.338420803,-1.397895381,-1.348500024,0.049395357
gene:MSMEG_5462,9.337322501,9.020798346,9.040164173,9.132761673,0.316524155,0.297158328,-0.019365827
gene:MSMEG_5463,7.156965028,7.931992213,7.757496763,7.615484668,-0.775027185,-0.600531735,0.17449545
gene:MSMEG_5464,6.887100133,7.693937941,7.451382723,7.344140266,-0.806837808,-0.56428259,0.242555218
gene:MSMEG_5465,7.916594081,8.14627374,8.111226274,8.058031365,-0.229679659,-0.194632194,0.035047466
gene:MSMEG_5466,7.935589531,7.729560229,7.720030177,7.795059979,0.206029302,0.215559354,0.009530052
gene:MSMEG_5467,6.525614573,6.900214717,6.665713535,6.697180942,-0.374600144,-0.140098962,0.234501183
gene:MSMEG_5468,13.68676134,13.40661935,13.53187317,13.54175128,0.280141989,0.154888167,-0.125253822
gene:MSMEG_5469,9.715448819,10.50853234,10.29610253,10.17336123,-0.793083517,-0.580653709,0.212429808
gene:MSMEG_5470,11.51402821,12.5130979,12.27485399,12.10066004,-0.999069695,-0.760825785,0.23824391
gene:MSMEG_5471,11.41622977,12.78687868,12.58197912,12.26169586,-1.370648902,-1.165749342,0.20489956
gene:MSMEG_5472,9.20000558,8.157566345,8.273811888,8.543794604,1.042439234,0.926193691,-0.116245543
gene:MSMEG_5473,8.061016812,8.221115613,8.684738869,8.322290431,-0.160098801,-0.623722057,-0.463623255
gene:MSMEG_5474,9.294194017,8.894522245,9.029091216,9.072602493,0.399671771,0.265102801,-0.134568971
gene:MSMEG_5475,11.08134491,10.98216714,10.85454097,10.97268434,0.099177774,0.226803936,0.127626161
gene:MSMEG_5476,9.615564601,8.701200209,8.667252875,8.994672562,0.914364392,0.948311726,0.033947334
gene:MSMEG_5477,8.068532243,7.587821522,7.438556587,7.698303451,0.480710721,0.629975656,0.149264935
gene:MSMEG_5478,7.950609648,7.915115092,7.864894816,7.910206519,0.035494556,0.085714832,0.050220276
gene:MSMEG_5479,12.72720966,12.95367882,12.75796115,12.81294988,-0.226469165,-0.030751491,0.195717675
gene:MSMEG_5480,9.419804137,9.654875484,9.601621728,9.558767116,-0.235071347,-0.181817592,0.053253755
gene:MSMEG_5481,11.75514168,11.04375383,10.91211335,11.23700295,0.711387844,0.843028331,0.131640487
gene:MSMEG_5482,10.81046853,10.0396176,10.30793206,10.38600607,0.770850931,0.50253647,-0.268314461
gene:MSMEG_5483,16.19286729,13.75518738,14.44839018,14.79881495,2.437679908,1.744477113,-0.693202795
gene:MSMEG_5484,11.67965426,9.99500757,10.14217406,10.60561196,1.684646686,1.537480194,-0.147166492
gene:MSMEG_5485,11.80608167,12.6590609,12.72560439,12.39691565,-0.852979236,-0.919522725,-0.066543489
gene:MSMEG_5486,15.14354155,13.35030189,13.31079351,13.93487898,1.793239654,1.832748036,0.039508382
gene:MSMEG_5487,13.10195902,12.45000888,12.53366867,12.69521219,0.65195014,0.568290348,-0.083659792
gene:MSMEG_5488,12.53408493,12.0927828,12.24063649,12.28916807,0.441302137,0.293448448,-0.147853689
gene:MSMEG_5489,12.97665456,14.09646618,13.74154887,13.60488987,-1.119811619,-0.764894317,0.354917302
gene:MSMEG_5490,8.565448452,9.27272946,9.122375459,8.986851124,-0.707281007,-0.556927007,0.150354
gene:MSMEG_5491,6.297248498,7.160346225,7.315490138,6.92436162,-0.863097727,-1.01824164,-0.155143913
gene:MSMEG_5492,7.846246224,8.015494866,8.21208846,8.02460985,-0.169248642,-0.365842236,-0.196593594
gene:MSMEG_5493,7.957374106,8.352012848,8.373361646,8.227582867,-0.394638742,-0.41598754,-0.021348798
gene:MSMEG_5494,7.799561042,8.070701677,8.265995459,8.045419393,-0.271140635,-0.466434416,-0.195293781
gene:MSMEG_5495,6.7328258,6.77247493,7.073192933,6.859497888,-0.039649129,-0.340367132,-0.300718003
gene:MSMEG_5496,7.468115751,7.576995113,8.960710384,8.001940416,-0.108879363,-1.492594634,-1.383715271
gene:MSMEG_5497,5.786003717,5.793764104,6.661150641,6.080306154,-0.007760387,-0.875146924,-0.867386537
gene:MSMEG_5498,6.837947798,6.77202802,7.864977337,7.158317718,0.065919778,-1.027029539,-1.092949318
gene:MSMEG_5499,4.803323882,5.315634869,6.07990572,5.39962149,-0.512310988,-1.276581838,-0.76427085
gene:MSMEG_5500,5.100672394,4.692546985,4.767010472,4.85340995,0.408125409,0.333661922,-0.074463487
gene:MSMEG_5501,8.166585786,7.763369,7.834275796,7.921410194,0.403216786,0.33230999,-0.070906796
gene:MSMEG_5502,12.13096308,12.01561624,12.01326769,12.05328234,0.115346838,0.11769539,0.002348552
gene:MSMEG_5503,7.993785831,8.652502978,8.707395541,8.451228116,-0.658717148,-0.71360971,-0.054892562
gene:MSMEG_5504,9.532797248,9.516411688,9.607633056,9.552280664,0.016385559,-0.074835808,-0.091221368
gene:MSMEG_5505,12.06893106,12.04665243,12.04143219,12.05233856,0.022278633,0.027498873,0.00522024
gene:MSMEG_5506,10.44091774,10.17783037,10.10769035,10.24214615,0.263087374,0.333227392,0.070140018
gene:MSMEG_5507,8.487640212,8.544308574,8.289575531,8.440508106,-0.056668363,0.198064681,0.254733044
gene:MSMEG_5508,6.147000631,6.470167562,6.269818809,6.295662334,-0.323166931,-0.122818178,0.200348752
gene:MSMEG_5509,10.00250287,8.92415492,8.995271141,9.307309644,1.078347953,1.007231732,-0.071116221
gene:MSMEG_5511,10.95039139,11.30977265,11.5780884,11.27941748,-0.359381265,-0.627697008,-0.268315743
gene:MSMEG_5512,11.88341,12.16765653,11.99960346,12.01689,-0.284246538,-0.116193466,0.168053072
gene:MSMEG_5513,13.55042407,12.87047579,12.85088803,13.09059596,0.679948283,0.699536041,0.019587758
gene:MSMEG_5514,10.63276762,10.56822412,10.79456261,10.66518478,0.064543499,-0.161794995,-0.226338494
gene:MSMEG_5515,12.58435713,12.70910481,12.87840568,12.72395587,-0.124747681,-0.294048547,-0.169300866
gene:MSMEG_5516,10.03652976,10.15920464,10.34530051,10.18034497,-0.122674888,-0.308770755,-0.186095867
gene:MSMEG_5517,13.1603256,12.85639096,12.98306527,12.99992727,0.30393464,0.177260323,-0.126674317
gene:MSMEG_5518,13.61498072,12.88846773,13.5168399,13.34009612,0.726512988,0.098140812,-0.628372176
gene:MSMEG_5519,9.2786101,8.945352652,8.797379401,9.007114051,0.333257448,0.481230699,0.147973251
gene:MSMEG_5520,10.96957772,10.46203101,10.2765382,10.56938231,0.507546703,0.693039517,0.185492814
gene:MSMEG_5521,10.29887552,10.02456709,9.973514054,10.09898556,0.274308435,0.32536147,0.051053035
gene:MSMEG_5522,10.16019167,9.969151067,10.02820345,10.0525154,0.191040604,0.131988223,-0.059052381
gene:MSMEG_5523,10.7165538,9.579867228,9.700839371,9.9990868,1.136686572,1.015714429,-0.120972143
gene:MSMEG_5524,14.08809293,13.42261427,13.85921554,13.78997425,0.665478664,0.228877393,-0.43660127
gene:MSMEG_5525,15.2144614,13.88391116,14.29183993,14.46340416,1.330550241,0.922621474,-0.407928767
gene:MSMEG_5526,14.71584826,13.89817444,14.11283179,14.24228483,0.817673816,0.603016472,-0.214657344
gene:MSMEG_5527,8.233172219,8.972314102,9.271018055,8.825501459,-0.739141883,-1.037845836,-0.298703953
gene:MSMEG_5528,5.827882636,5.918343419,6.143008343,5.963078132,-0.090460783,-0.315125707,-0.224664924
gene:MSMEG_5529,5.50359483,5.141497345,5.145138585,5.263410254,0.362097485,0.358456245,-0.00364124
gene:MSMEG_5530,5.339042716,4.905918385,4.875739783,5.040233628,0.433124331,0.463302933,0.030178602
gene:MSMEG_5531,3.357591808,3.687036191,3.672244445,3.572290815,-0.329444383,-0.314652637,0.014791746
gene:MSMEG_5532,5.996338068,6.564707396,6.582145527,6.381063664,-0.568369329,-0.58580746,-0.017438131
gene:MSMEG_5533,8.279259808,9.916294919,9.887813226,9.361122651,-1.63703511,-1.608553417,0.028481693
gene:MSMEG_5534,12.7325966,13.25996346,13.2231401,13.07190005,-0.527366855,-0.490543495,0.036823361
gene:MSMEG_5535,11.09320886,10.90603222,10.74867687,10.91597265,0.187176641,0.34453199,0.157355349
gene:MSMEG_5536,9.349765167,11.03191881,10.9721028,10.45126226,-1.682153644,-1.622337628,0.059816016
gene:MSMEG_5537,12.82812582,12.62576624,12.57801337,12.67730181,0.202359587,0.250112451,0.047752864
gene:MSMEG_5538,13.2638294,12.93567722,12.70574666,12.96841776,0.32815218,0.55808274,0.22993056
gene:MSMEG_5539,12.30572886,11.61290285,11.48162335,11.80008502,0.692826005,0.824105512,0.131279507
gene:MSMEG_5540,11.89326377,11.79242732,11.88699505,11.85756204,0.100836443,0.00626872,-0.094567724
gene:MSMEG_5541,14.05649082,13.46412988,13.51212095,13.67758055,0.592360938,0.544369872,-0.047991066
gene:MSMEG_5542,10.99097108,11.08922394,11.68454593,11.25491365,-0.098252865,-0.693574849,-0.595321985
gene:MSMEG_5543,10.74639322,11.1864298,12.32789413,11.42023905,-0.440036576,-1.581500911,-1.141464335
gene:MSMEG_5544,9.372582019,10.46836199,10.67817616,10.17304006,-1.09577997,-1.305594141,-0.209814171
gene:MSMEG_5545,10.9391399,10.82207041,10.76657216,10.84259416,0.117069481,0.172567733,0.055498252
gene:MSMEG_5546,11.63411183,10.34653659,10.50558549,10.82874464,1.287575246,1.128526339,-0.159048907
gene:MSMEG_5547,10.00766559,9.572081053,9.747642805,9.775796481,0.435584533,0.26002278,-0.175561752
gene:MSMEG_5548,9.511874039,10.53325513,10.43482515,10.15998477,-1.021381091,-0.922951114,0.098429977
gene:MSMEG_5549,7.687756403,8.333726082,8.405622488,8.142368324,-0.645969679,-0.717866086,-0.071896407
gene:MSMEG_5551,6.529075288,7.195595163,7.398648474,7.041106308,-0.666519875,-0.869573186,-0.203053311
gene:MSMEG_5552,9.03807674,8.928529886,9.080572986,9.015726537,0.109546854,-0.042496246,-0.1520431
gene:MSMEG_5553,12.42582659,12.85561302,12.83723948,12.70622636,-0.429786425,-0.411412893,0.018373533
gene:MSMEG_5554,11.04963716,10.91106351,10.73927468,10.89999178,0.138573652,0.31036248,0.171788828
gene:MSMEG_5556,13.55067437,12.95227568,12.79887791,13.10060932,0.598398695,0.751796463,0.153397768
gene:MSMEG_5557,9.857002395,10.64151299,10.46985293,10.32278944,-0.784510598,-0.612850535,0.171660063
gene:MSMEG_5558,7.618060237,8.310456046,8.025776907,7.984764397,-0.692395809,-0.40771667,0.284679139
gene:MSMEG_5559,7.723156362,8.136683814,8.633465707,8.164435294,-0.413527452,-0.910309345,-0.496781893
gene:MSMEG_5560,6.69151742,8.211185019,8.098515663,7.667072701,-1.519667599,-1.406998243,0.112669356
gene:MSMEG_5561,12.5707593,10.94333898,10.99880642,11.50430157,1.627420312,1.571952872,-0.05546744
gene:MSMEG_5562,12.10045891,11.44917069,11.44205285,11.66389415,0.651288225,0.658406061,0.007117835
gene:MSMEG_5563,7.202869827,6.504671788,6.605516366,6.771019327,0.698198039,0.597353461,-0.100844578
gene:MSMEG_5564,7.879043889,8.391531868,8.48795103,8.252842262,-0.512487979,-0.608907141,-0.096419162
gene:MSMEG_5565,11.61087138,10.44515169,10.43086765,10.82896357,1.165719682,1.180003729,0.014284047
gene:MSMEG_5566,9.722651425,10.22849308,10.0911196,10.01408803,-0.505841651,-0.368468179,0.137373472
gene:MSMEG_5567,9.499443402,10.04841361,9.81775406,9.788537025,-0.548970211,-0.318310658,0.230659553
gene:MSMEG_5568,10.20000902,10.1519608,9.60046606,9.984145293,0.048048225,0.599542963,0.551494737
gene:MSMEG_5569,10.33651565,9.61968844,9.335381918,9.763862003,0.71682721,1.001133732,0.284306522
gene:MSMEG_5570,11.15837449,10.59007667,10.53838669,10.76227928,0.568297814,0.619987799,0.051689985
gene:MSMEG_5571,9.614377943,10.06310005,9.607648724,9.761708905,-0.448722103,0.006729219,0.455451322
gene:MSMEG_5572,7.787186607,8.513623587,8.190689581,8.163833258,-0.726436979,-0.403502974,0.322934006
gene:MSMEG_5573,9.479181699,9.092728406,9.105472651,9.225794252,0.386453293,0.373709048,-0.012744245
gene:MSMEG_5574,10.25663659,9.350138466,9.436097347,9.680957468,0.906498124,0.820539243,-0.085958881
gene:MSMEG_5575,8.545900393,8.575611742,8.351406736,8.490972957,-0.029711349,0.194493657,0.224205006
gene:MSMEG_5576,10.50545003,9.59646542,9.640477701,9.914131051,0.908984613,0.864972332,-0.044012281
gene:MSMEG_5577,9.748714679,9.410433237,9.272473355,9.47720709,0.338281442,0.476241324,0.137959882
gene:MSMEG_5578,9.88803656,9.616808859,9.30296358,9.602603,0.271227702,0.58507298,0.313845278
gene:MSMEG_5579,5.744693806,5.528134586,5.38341504,5.552081144,0.216559219,0.361278766,0.144719547
gene:MSMEG_5580,12.63583207,12.22929658,12.22601464,12.36371443,0.406535488,0.409817431,0.003281943
gene:MSMEG_5581,10.48937688,10.32774466,10.43764925,10.41825693,0.161632215,0.051727625,-0.10990459
gene:MSMEG_5582,8.670881367,8.703095238,8.712661074,8.695545893,-0.032213871,-0.041779707,-0.009565836
gene:MSMEG_5583,10.21842291,9.396137517,9.340655044,9.651738491,0.822285395,0.877767868,0.055482473
gene:MSMEG_5584,9.67849723,9.0959192,8.940584288,9.238333573,0.58257803,0.737912942,0.155334912
gene:MSMEG_5585,13.96219468,13.92782602,13.75433904,13.88145325,0.034368655,0.207855633,0.173486978
gene:MSMEG_5586,9.146508547,9.404670591,9.276406633,9.275861924,-0.258162044,-0.129898086,0.128263958
gene:MSMEG_5587,12.27824191,13.05976118,12.85085288,12.72961866,-0.781519263,-0.572610969,0.208908294
gene:MSMEG_5588,12.89433699,12.50185497,12.44180241,12.61266479,0.392482025,0.452534581,0.060052556
gene:MSMEG_5589,14.91179969,14.03452513,14.74263601,14.56298695,0.877274567,0.16916368,-0.708110888
gene:MSMEG_5590,10.89182263,11.02520024,11.40948234,11.10883507,-0.13337761,-0.517659705,-0.384282095
gene:MSMEG_5591,12.6301652,12.91859369,13.01724133,12.85533341,-0.28842849,-0.387076131,-0.098647641
gene:MSMEG_5592,11.24503982,10.85463568,10.93739626,11.01235725,0.390404139,0.307643567,-0.082760571
gene:MSMEG_5593,11.17774885,11.16611351,11.44540932,11.26309056,0.011635338,-0.267660467,-0.279295805
gene:MSMEG_5594,10.3844888,10.36032393,10.49772654,10.41417976,0.024164874,-0.113237741,-0.137402615
gene:MSMEG_5595,9.927361201,10.31459154,10.39448216,10.21214497,-0.387230336,-0.46712096,-0.079890623
gene:MSMEG_5596,5.625005408,6.293300981,6.138291505,6.018865965,-0.668295573,-0.513286097,0.155009476
gene:MSMEG_5597,10.90562983,10.60176053,10.52603122,10.67780719,0.303869298,0.379598611,0.075729313
gene:MSMEG_5598,5.457799872,5.266307763,5.317291931,5.347133189,0.191492109,0.140507941,-0.050984167
gene:MSMEG_5599,6.535321534,6.220041166,6.031393967,6.262252223,0.315280368,0.503927568,0.1886472
gene:MSMEG_5600,7.096136005,8.449332181,8.191491012,7.912319733,-1.353196176,-1.095355007,0.257841169
gene:MSMEG_5601,8.053923942,9.084480919,8.905528395,8.681311085,-1.030556977,-0.851604453,0.178952524
gene:MSMEG_5602,7.383600836,7.239090928,7.268535836,7.297075867,0.144509908,0.115065,-0.029444908
gene:MSMEG_5603,4.950528095,5.299802602,5.284200863,5.178177187,-0.349274507,-0.333672767,0.01560174
gene:MSMEG_5604,6.519472156,6.90317288,7.023354403,6.815333146,-0.383700724,-0.503882246,-0.120181522
gene:MSMEG_5605,8.682062738,8.102172884,8.548885504,8.444373709,0.579889854,0.133177234,-0.44671262
gene:MSMEG_5606,6.987767109,6.89001288,7.358595382,7.07879179,0.097754229,-0.370828273,-0.468582502
gene:MSMEG_5607,12.77957499,13.57295302,13.30958293,13.22070365,-0.793378024,-0.530007932,0.263370092
gene:MSMEG_5608,7.879132601,7.752767543,7.605272777,7.745724307,0.126365058,0.273859824,0.147494766
gene:MSMEG_5609,9.863673676,9.877414245,9.808843886,9.849977269,-0.013740569,0.05482979,0.068570359
gene:MSMEG_5610,9.223207366,9.386515453,9.35967546,9.32313276,-0.163308087,-0.136468094,0.026839993
gene:MSMEG_5611,9.612517873,10.88031201,10.66336521,10.38539837,-1.26779414,-1.050847337,0.216946802
gene:MSMEG_5612,9.738980395,11.11957047,11.02397187,10.62750758,-1.380590076,-1.284991479,0.095598597
gene:MSMEG_5613,8.622544323,9.75729406,9.623629529,9.334489304,-1.134749737,-1.001085205,0.133664532
gene:MSMEG_5614,10.30091935,9.79077866,10.11288098,10.068193,0.510140691,0.18803837,-0.322102321
gene:MSMEG_5615,10.5359848,10.05486822,10.24974435,10.28019912,0.48111658,0.286240456,-0.194876124
gene:MSMEG_5616,8.247938656,7.977137218,9.434522437,8.553199437,0.270801439,-1.186583781,-1.457385219
gene:MSMEG_5617,10.76798728,10.27175586,12.23671481,11.09215265,0.496231418,-1.468727528,-1.964958946
gene:MSMEG_5618,6.68241123,6.681581407,6.635026541,6.666339726,0.000829824,0.047384689,0.046554865
gene:MSMEG_5619,4.72948276,5.17521984,5.086796728,4.997166443,-0.44573708,-0.357313968,0.088423112
gene:MSMEG_5620,4.260331686,4.954932108,4.76864614,4.661303311,-0.694600422,-0.508314454,0.186285968
gene:MSMEG_5621,5.901324894,5.965400889,5.901537725,5.922754502,-0.064075995,-0.000212831,0.063863164
gene:MSMEG_5622,6.269142049,6.563401095,6.417647883,6.416730342,-0.294259045,-0.148505834,0.145753211
gene:MSMEG_5623,6.081187825,6.166832217,6.131250629,6.126423557,-0.085644392,-0.050062803,0.035581589
gene:MSMEG_5624,5.995384483,6.024068415,5.965549263,5.99500072,-0.028683932,0.02983522,0.058519152
gene:MSMEG_5625,7.37563566,6.987497913,6.916281541,7.093138371,0.388137747,0.459354118,0.071216372
gene:MSMEG_5626,6.874046361,6.514644298,6.545205053,6.644631904,0.359402062,0.328841308,-0.030560755
gene:MSMEG_5627,7.374756131,6.558464218,6.679247995,6.870822781,0.816291913,0.695508136,-0.120783777
gene:MSMEG_5628,6.952858237,6.376797959,6.349124031,6.559593409,0.576060277,0.603734206,0.027673928
gene:MSMEG_5629,9.145109111,9.638165293,9.546112481,9.443128962,-0.493056181,-0.40100337,0.092052812
gene:MSMEG_5630,8.228449216,7.871114718,7.959076644,8.019546859,0.357334497,0.269372572,-0.087961926
gene:MSMEG_5631,9.307676633,8.566727923,8.66839535,8.847599969,0.74094871,0.639281284,-0.101667426
gene:MSMEG_5632,8.765281409,8.251625841,8.231453077,8.416120109,0.513655569,0.533828332,0.020172763
gene:MSMEG_5633,11.21551739,11.36752081,11.75661757,11.44655192,-0.152003422,-0.541100178,-0.389096756
gene:MSMEG_5634,10.82145572,11.66408979,12.09637142,11.52730564,-0.842634074,-1.274915699,-0.432281625
gene:MSMEG_5635,13.08809457,12.39551018,12.52458273,12.66939583,0.692584392,0.563511839,-0.129072554
gene:MSMEG_5636,12.67021538,12.07701534,12.21031827,12.319183,0.593200035,0.459897107,-0.133302928
gene:MSMEG_5637,11.19738324,11.20608496,11.25639987,11.21995602,-0.008701716,-0.05901663,-0.050314915
gene:MSMEG_5638,11.73214019,11.5729714,11.66260223,11.65590461,0.159168786,0.069537952,-0.089630834
gene:MSMEG_5639,12.07289784,12.67281098,12.46381108,12.4031733,-0.599913142,-0.390913243,0.208999898
gene:MSMEG_5640,9.10387803,9.767019603,8.900410915,9.257102849,-0.663141573,0.203467115,0.866608688
gene:MSMEG_5641,9.095282802,10.04964076,9.529819064,9.558247542,-0.954357959,-0.434536262,0.519821697
gene:MSMEG_5642,11.64600711,11.07439572,11.14521324,11.28853869,0.571611386,0.500793865,-0.070817521
gene:MSMEG_5643,9.068854593,8.740520355,8.771205163,8.86019337,0.328334238,0.29764943,-0.030684808
gene:MSMEG_5644,11.16699401,10.61453094,10.68550476,10.82234324,0.552463076,0.481489254,-0.070973822
gene:MSMEG_5645,9.539693892,10.03465637,9.693541716,9.755963993,-0.49496248,-0.153847824,0.341114656
gene:MSMEG_5646,11.13518234,8.710227983,8.908918826,9.584776384,2.424954362,2.226263519,-0.198690843
gene:MSMEG_5648,7.51654296,8.130888995,8.281471735,7.97630123,-0.614346035,-0.764928774,-0.15058274
gene:MSMEG_5649,7.523187559,8.168685294,7.894540877,7.86213791,-0.645497734,-0.371353318,0.274144416
gene:MSMEG_5650,7.192131548,7.88284086,7.495792678,7.523588362,-0.690709312,-0.30366113,0.387048182
gene:MSMEG_5651,10.65616386,10.38378433,10.15013881,10.39669567,0.27237953,0.506025048,0.233645518
gene:MSMEG_5652,9.352481581,9.02895687,8.766912313,9.049450255,0.323524712,0.585569268,0.262044556
gene:MSMEG_5653,9.401018371,8.625313904,8.509264059,8.845198778,0.775704467,0.891754312,0.116049845
gene:MSMEG_5654,8.116758015,8.746551095,8.488558841,8.450622651,-0.629793081,-0.371800827,0.257992254
gene:MSMEG_5655,9.007720607,7.783401758,7.717765695,8.169629354,1.224318849,1.289954912,0.065636063
gene:MSMEG_5656,8.203456416,7.72280041,7.835006906,7.920421244,0.480656006,0.36844951,-0.112206495
gene:MSMEG_5657,8.730818473,8.809554315,8.722305656,8.754226148,-0.078735843,0.008512817,0.08724866
gene:MSMEG_5658,11.42859657,10.06514595,10.28662583,10.59345612,1.363450625,1.141970741,-0.221479884
gene:MSMEG_5659,11.11101952,10.89506272,11.00431658,11.00346627,0.215956801,0.106702934,-0.109253867
gene:MSMEG_5660,11.00792501,11.43117591,11.4509282,11.29667637,-0.423250902,-0.443003196,-0.019752294
gene:MSMEG_5661,11.28389421,10.99192588,10.88928478,11.05503496,0.291968324,0.394609424,0.102641101
gene:MSMEG_5662,11.32648801,12.20441697,12.30041741,11.94377413,-0.877928964,-0.973929403,-0.096000438
gene:MSMEG_5663,12.14571412,12.04912982,12.39064335,12.19516243,0.096584303,-0.244929222,-0.341513525
gene:MSMEG_5664,11.9087711,12.28016547,12.63911932,12.27601863,-0.371394372,-0.73034822,-0.358953848
gene:MSMEG_5665,11.25795462,9.510655323,9.592013829,10.12020792,1.747299296,1.665940791,-0.081358506
gene:MSMEG_5666,10.93603692,9.559708784,9.647087541,10.04761108,1.376328131,1.288949374,-0.087378757
gene:MSMEG_5667,10.22239366,10.36522193,10.50474801,10.3641212,-0.142828273,-0.282354353,-0.13952608
gene:MSMEG_5668,9.844103988,9.15465736,9.032463415,9.343741588,0.689446628,0.811640574,0.122193945
gene:MSMEG_5669,10.74862041,10.73845,10.7188624,10.73531094,0.01017041,0.029758014,0.019587604
gene:MSMEG_5670,10.48534282,10.76521696,10.52869307,10.59308428,-0.279874134,-0.043350245,0.236523889
gene:MSMEG_5671,11.39715787,12.12439974,12.26701796,11.92952519,-0.727241869,-0.86986009,-0.142618221
gene:MSMEG_5672,15.28636864,14.87814592,15.249952,15.13815552,0.408222722,0.036416641,-0.371806081
gene:MSMEG_5673,12.36813864,13.09898308,12.93282762,12.79998311,-0.73084444,-0.564688985,0.166155455
gene:MSMEG_5674,10.41993861,11.02365912,11.12472659,10.85610811,-0.603720517,-0.70478798,-0.101067463
gene:MSMEG_5675,11.3819712,11.39878561,11.53213865,11.43763182,-0.016814408,-0.150167446,-0.133353038
